ID	logFC	P.Value
262534_at	0.165408804	0.106140561
262535_at	-0.711267388	0.72481169
262536_at	2.066322461	0.005429592
262537_s_at	0.014114498	0.953994634
262538_at	0.149801587	0.596197735
262539_at	1.465702718	0.007263271
262540_at	-0.181749564	0.458823365
262541_at	-2.476825582	0.098123161
262542_at	-0.20134578	0.556227632
262543_at	1.025228743	0.116983115
262544_at	-0.201077254	0.248025647
262545_at	-0.313601955	0.816224677
262546_at	-1.159367663	0.030364061
262547_at	0.991453545	0.379038303
262548_at	-0.139953451	0.626275239
262549_at	2.044199434	0.18576174
262550_at	0.09853143	0.901055964
262551_at	0.325455661	0.410406196
262552_at	0.75576956	0.096387449
262553_at	-0.611736808	0.175653259
262554_at	-0.951915543	0.496712328
262555_at	-1.652888926	0.264568522
262556_at	0.583839709	0.476569456
262557_at	0.911864755	0.062356392
262558_at	-0.19301306	0.003082248
262559_at	-0.191637019	0.234954809
262560_at	-0.094593863	0.848518948
262561_at	-0.395833726	0.162458849
262562_at	-0.218764959	0.07890547
262563_at	0.202657732	0.165589959
262564_at	-1.219629307	0.302523624
262565_at	-0.123024057	0.496175488
262566_at	0.984952842	0.247184342
262567_at	-0.464110871	0.097849375
262568_at	1.44254062	0.536911516
262569_at	1.342218314	0.064107471
262570_at	-0.463164059	0.116394742
262571_at	0.589734716	0.014494406
262572_at	0.055164999	0.600884988
262573_at	0.47457735	0.075692632
262574_at	-0.220198463	0.276220823
262575_at	-0.801246303	0.027466412
262576_at	-0.183371028	0.346300569
262577_at	-0.099901797	0.730905911
262578_at	-0.485054966	0.211461229
262579_at	-1.284782043	0.416165625
262580_at	-0.325155979	0.255665745
262581_at	0.134693292	0.179774317
262582_at	-0.106683952	0.604709615
262583_at	-0.44862463	0.046625642
262584_at	-0.7474332	0.005113299
262585_at	-1.475348128	0.193552526
262586_at	-0.474299032	0.090622147
262587_at	-0.663042675	0.039914319
262588_at	-0.260935218	0.205870787
262589_s_at	0.291346176	0.448063246
262590_at	-0.039192658	0.722851677
262591_at	0.158946596	0.549425639
262592_at	-0.179811529	0.157334953
262593_at	-0.073466388	0.621191178
262594_at	-0.069502587	0.857259896
262595_at	0.207823376	0.8955118
262596_at	-0.411416166	0.282363176
262597_at	-0.606741092	0.016941918
262598_at	1.083987735	0.194726625
262599_at	0.048488657	0.676762324
262600_at	-0.37852827	0.24716525
262601_at	-0.656984632	0.091182024
262602_at	0.189564715	0.160089724
262603_at	-0.987256072	0.060463064
262604_at	-0.468678482	0.070233206
262605_at	0.078428522	0.71651938
262606_at	-2.004781983	0.042433545
262607_at	-0.01712235	0.912307421
262608_at	-0.502427424	0.309780691
262609_at	-0.065586676	0.471949624
262610_at	-0.313755154	0.010664085
262611_at	-0.634179665	0.025998671
262612_at	1.560755503	0.101263206
262613_at	-0.578478839	0.034542822
262614_at	-0.420763888	0.007890381
262615_at	-0.61531099	0.05997163
262616_at	-0.145190832	0.593744223
262617_at	-0.88512865	0.029726988
262618_at	-0.584254238	0.026604602
262619_at	-0.429437465	0.036472082
262620_at	-0.664008496	0.425448182
262621_at	0.201740028	0.016155323
262622_at	0.371593342	0.054831875
262623_at	-0.135258025	0.450763329
262624_at	0.194055662	0.375442116
262625_at	-0.862775534	0.547672326
262626_at	0.56993571	0.044375222
262627_at	0.067472792	0.918914897
262628_at	-0.533428813	0.076188466
262629_at	1.430449984	0.083234335
262630_at	0.290735508	0.242045647
262631_at	-0.162399846	0.44744922
262632_at	1.053465528	0.046478027
262633_at	-0.106690363	0.480656803
262634_at	0.95640083	0.218292801
262635_at	-0.104194245	0.653555299
262636_at	-0.467513605	0.017681521
262637_at	-0.261026669	0.180835548
262638_at	-0.077834889	0.566662888
262639_at	-0.093827622	0.345137825
262640_at	-0.606266957	0.110836205
262641_at	-0.278144182	0.016852542
262642_at	1.678430443	0.204877418
262643_at	-0.101018806	0.831352265
262644_at	-0.166675263	0.675393943
262645_at	0.76878927	0.001849549
262646_at	-0.515170652	0.040501874
262647_at	-0.522941804	0.039768029
262648_at	0.347727419	0.380555685
262649_at	0.274751356	0.330354367
262650_at	-0.387643702	0.486176439
262651_at	0.048776682	0.978497365
262652_at	0.769618269	0.505080723
262653_at	-0.272736636	0.068451283
262654_at	-0.385222861	0.447980966
262655_s_at	-0.918335709	0.137351706
262656_at	-0.083418623	0.793166635
262657_at	0.030525188	0.884827617
262658_at	-0.964289679	0.054505329
262659_at	-0.596237256	0.018711923
262660_at	-0.255741133	0.146924671
262661_s_at	-0.544995685	0.037494278
262662_at	-0.390693664	0.31365069
262663_at	-0.634466849	0.065988364
262664_at	-0.29764724	0.131149255
262665_at	-0.817584655	0.020395094
262666_at	-0.590004078	0.128743723
262667_at	-0.180775534	0.373933294
262668_at	-0.582552755	0.02313171
262669_at	0.088735327	0.698555884
262670_s_at	-0.630219836	0.57957451
262671_at	-0.009882423	0.968135794
262672_at	-0.105967945	0.399107531
262673_at	-0.085507217	0.617656531
262674_at	-0.048801298	0.907034831
262675_at	-1.462968432	0.347473634
262676_at	-0.01478302	0.826573196
262677_at	0.424023263	0.07284056
262678_at	0.354093208	0.185855837
262679_at	1.25457153	0.185756814
262680_at	-0.286320213	0.613994391
262681_at	0.39244357	0.809255709
262682_at	-0.029349592	0.899122044
262683_at	-1.055769099	0.445695827
262684_s_at	-0.602817102	0.010037926
262685_at	-0.068187882	0.438480288
262686_at	-0.642191801	0.013280356
262687_at	-1.158992488	0.354494019
262688_at	-0.553640163	0.335608431
262689_at	-0.671306114	0.6788944
262690_at	0.273812246	0.706660691
262691_at	-0.2126935	0.191555647
262692_at	-0.639676004	0.289180842
262693_at	0.614765984	0.413289088
262694_at	-0.078030002	0.378578393
262695_at	-0.221071698	0.326847794
262696_at	0.311180886	0.79578037
262697_at	-1.126702951	0.466332467
262698_at	0.323683833	0.418786437
262699_at	-0.570434806	0.07430203
262700_at	0.158476362	2.05E-05
262701_at	-0.101851449	0.805996657
262702_at	-0.327020816	0.349937794
262703_at	-0.125863592	0.480375907
262704_at	1.451368875	0.104841554
262705_at	0.388127694	0.060072481
262706_at	-0.510601877	0.087272981
262707_at	-0.240195858	0.622396073
262708_at	-0.485311998	0.075796944
262709_at	0.089191886	0.507909597
262710_at	-0.151163854	0.209954151
262711_at	1.207861222	0.091887895
262712_at	0.059799624	0.642370832
262713_at	-0.195539584	0.109193918
262714_s_at	-0.275227915	0.037125611
262715_at	0.109345644	0.858802942
262716_at	-0.139036163	0.383349831
262717_s_at	-1.183700463	0.046758937
262718_at	0.717418637	0.585556905
262719_at	1.564162369	0.192812993
262720_s_at	-0.672610584	0.628233879
262721_at	0.96014135	0.279025548
262722_at	-0.482061176	0.109592243
262723_at	0.802420203	0.437243886
262724_s_at	-0.014707809	0.988040699
262725_at	-0.351016463	0.114242855
262726_at	-0.26289253	0.804437896
262727_at	-0.386873382	0.1018333
262728_at	-0.2268227	0.646943462
262729_at	0.043371247	0.71216796
262730_at	-0.276620473	0.517260208
262731_at	0.402772311	0.425744485
262732_at	-0.411839835	0.300100067
262733_s_at	0.461070276	0.397800259
262734_at	0.489242441	0.571402834
262735_at	0.160603167	0.891168564
262736_at	-0.324750534	0.243020648
262737_at	-0.32774406	0.166826213
262738_at	-0.283000522	0.544615627
262739_at	2.62908598	0.043695517
262740_at	0.875232201	0.339247235
262741_at	0.290272715	0.200785218
262742_at	-1.57422323	0.301073178
262743_at	-0.242917732	0.349382265
262744_at	-0.610029116	0.076618836
262745_at	1.79115323	0.00321864
262746_at	-0.037479121	0.828809132
262747_at	-0.305187044	0.345181491
262748_at	0.422501919	0.347798677
262749_at	-0.160513079	0.1369611
262750_at	-0.549369829	0.148324466
262751_at	-0.671018637	0.114851404
262752_at	0.162933871	0.509393744
262753_at	0.028031112	0.864982963
262754_at	-0.189015586	0.199152399
262755_at	0.271305469	0.244796102
262756_at	-0.3129241	0.126123298
262757_at	-0.836727615	0.524674983
262758_at	-0.826519356	0.026025145
262759_at	-0.486022179	0.055212294
262760_at	0.033617365	0.941754657
262761_at	-0.28065703	0.190967845
262762_at	0.142413847	0.159318861
262763_at	1.832660225	0.066301114
262764_at	-0.907094282	0.360814699
262765_at	1.273144668	0.389973959
262766_at	-0.63364378	0.00235034
262767_at	-0.792358852	0.052442438
262768_at	0.41541939	0.163942386
262769_at	0.082532534	0.430379518
262770_at	-0.058650237	0.724788198
262771_at	0.333298673	0.836419347
262772_at	0.242559854	0.256182693
262773_at	-0.638317291	0.017817315
262774_at	-0.39774066	0.818752227
262775_at	-0.372607139	0.236728357
262776_at	-0.357956375	0.183511141
262777_at	-0.389228299	0.074323865
262778_at	-0.317343961	0.232746835
262779_at	0.489967056	0.301183479
262780_at	-0.493809399	0.389526168
262781_s_at	-0.107651942	0.2655683
262782_at	0.082927907	0.515660584
262783_at	-0.473596176	0.072126538
262784_at	0.610152592	0.011917268
262785_at	-0.217432089	0.403766865
262786_at	0.157117081	0.527273216
262787_at	-0.284198835	0.04743368
262788_at	0.616434492	0.114223195
262789_at	-1.33301507	0.022660129
262790_at	-0.114756404	0.389177392
262791_at	0.226106374	0.31442965
262792_at	-0.902625698	0.007953541
262793_at	-0.451509643	0.084443392
262794_at	-0.19062239	0.432613349
262795_at	-0.638488176	0.230488411
262796_at	-0.621124029	0.001321398
262797_at	-0.552542606	0.001611885
262798_at	-0.009132479	0.93715606
262799_at	-1.052044403	0.243184216
262800_at	-0.789954798	0.004482047
262801_at	0.653946553	0.149505014
262802_at	-0.228286523	0.279963505
262803_at	0.189092867	0.165601412
262804_at	-0.0423245	0.826478396
262805_at	-0.248208908	0.417468481
262806_at	-0.607755049	0.005405818
262807_at	0.399451819	0.478791578
262808_at	0.365861068	0.62451152
262809_at	0.079878394	0.342573049
262810_at	0.047644784	0.891278324
262811_at	0.97527855	0.106887203
262812_at	0.242362897	0.851879625
262813_at	0.241430374	0.137625697
262814_at	-0.437085909	0.016678534
262815_at	-2.283992478	0.216996307
262816_at	-0.363183025	0.276284835
262817_at	-0.416115711	0.826169947
262818_at	0.111728348	0.601329135
262819_at	-0.585137078	0.183964107
262820_at	-0.037060597	0.794263563
262821_at	-0.271373841	0.046843461
262822_at	0.004672236	0.987747444
262823_at	0.910535632	0.037349442
262824_at	-0.009467678	0.906035887
262825_at	-0.050549663	0.803739953
262826_at	-0.359436831	0.389715565
262827_at	-0.538380405	0.160964942
262828_at	0.013879271	0.988413153
262829_at	-0.459973208	0.008106183
262830_at	1.180744622	0.008532675
262831_at	-0.313819326	0.444209051
262832_s_at	0.256042651	0.021560789
262833_at	-1.718024825	0.248153575
262834_at	-0.035302247	0.740754366
262835_at	-1.044233044	0.100216064
262836_at	1.263181329	0.415931236
262837_at	-0.468202001	0.000503594
262838_at	-1.16866497	0.006505174
262839_at	-0.533186548	0.072017886
262840_at	-0.169896288	0.218590054
262841_at	0.018127546	0.911257423
262842_at	0.540134541	0.045447623
262843_at	0.34499767	0.707788722
262844_at	0.165502833	0.507750821
262845_at	-0.115888012	0.470339282
262846_at	-0.400400512	0.009971911
262847_at	1.636918703	0.013733181
262848_at	-0.202987097	0.128472551
262849_at	-0.106251081	0.347383296
262850_at	-0.05770649	0.736256983
262851_at	0.128489435	0.570143923
262852_at	-0.106527678	0.585207436
262853_at	-0.05958027	0.786463295
262854_at	2.249077218	0.092541776
262855_at	0.706804105	0.442518828
262856_at	-0.122220683	0.499057169
262857_at	1.145093224	0.499499811
262858_at	-0.789900217	0.482472396
262859_at	-0.407909487	0.070055779
262860_at	0.606003466	0.120000679
262861_at	-1.877212133	0.356409949
262862_at	1.758736422	0.223503371
262863_at	-0.204743084	0.830642482
262864_at	-0.84326887	0.153578024
262865_at	-0.334265506	0.318373091
262866_at	0.430641136	0.518592848
262867_at	0.009674175	0.940921612
262868_at	0.458127428	0.0790785
262869_s_at	-0.430337151	0.078312902
262870_at	0.685273977	0.217536951
262871_at	-0.854856454	0.008784347
262872_at	-0.201225464	0.369164006
262873_at	0.553674231	0.227203558
262874_at	-0.105233057	0.567939678
262875_at	-0.266627455	0.239593425
262876_at	-0.14733724	0.370446033
262877_at	0.293612441	0.020218139
262878_at	1.114013643	0.125087893
262879_at	0.496654267	0.022934158
262880_at	-0.676487725	0.018517527
262881_at	-0.26081324	0.307396308
262882_at	0.874735769	0.086334554
262883_at	-1.122540109	0.007352506
262884_at	0.409709183	0.046910991
262885_at	0.386906302	0.109359273
262886_at	0.589130256	0.041134693
262887_at	0.339859566	0.425541187
262888_at	-0.633411247	0.041746109
262889_at	-0.543476753	0.619088763
262890_at	-0.340087821	0.047211349
262891_at	-0.308445041	0.211932345
262892_at	-0.300661752	0.147435688
262893_at	1.46963763	0.329428143
262894_at	-0.051166414	0.686640925
262895_at	-1.108574453	0.488397753
262896_at	0.330420011	0.202973628
262897_at	1.298721656	0.043985349
262898_at	-0.950048015	0.286614917
262899_at	0.280381281	0.113442408
262900_at	-0.046269934	0.739925659
262901_at	0.583028832	0.051750816
262902_x_at	-1.095187706	0.355315118
262903_at	-2.330061282	0.006754494
262904_at	-0.262416241	0.279907964
262905_at	-0.583480893	0.093325602
262906_at	-0.542927258	0.039716415
262907_at	0.478160431	0.511787614
262908_at	0.219048266	0.204025517
262909_at	-0.185785333	0.23890042
262910_at	0.062562842	0.535867367
262911_s_at	0.005594541	0.980267987
262912_at	0.444612025	0.121499222
262913_at	-0.039433948	0.768292935
262914_at	-0.087572841	0.541761352
262915_at	-0.516869542	0.153806718
262916_at	0.652981996	0.101863119
262917_at	0.272353496	0.864397094
262918_at	-0.399164342	0.099093902
262919_at	-0.214416714	0.124492432
262920_at	-0.292746707	0.392187419
262921_at	0.049074622	0.777038023
262922_at	-0.171558107	0.41273921
262923_at	-0.334224814	0.068809245
262924_s_at	0.034424277	0.602461028
262925_at	-0.314534086	0.364300134
262926_s_at	1.088675805	0.428405569
262927_at	-2.044293469	0.217020648
262928_at	-0.36108964	0.73095919
262929_at	-0.21033954	0.125353107
262930_at	0.506745554	0.232754705
262931_at	0.041388633	0.696805327
262932_at	-0.121666248	0.149560916
262933_at	0.074984085	0.61057459
262934_s_at	-1.046035996	0.00194265
262935_at	-0.250240802	0.03368493
262936_at	-0.157810831	0.866477423
262937_at	0.141296909	0.578518907
262938_at	-0.328240764	0.311774899
262939_s_at	-0.728826388	0.013965353
262940_at	-0.388020703	0.140173842
262941_at	-0.281710587	0.333284139
262942_at	0.1628442	0.326365304
262943_at	-0.687783538	0.009666245
262944_at	-0.264544051	0.05433003
262945_at	0.67206725	0.024643651
262946_at	-0.280507775	0.030880644
262947_at	0.210324008	0.627220385
262948_at	-0.251060228	0.081275321
262949_at	-0.412695767	0.257070281
262950_at	-0.073372302	0.684544543
262951_at	-0.268179375	0.366166609
262952_at	0.875522534	0.178971992
262953_at	0.358357087	0.079191423
262954_at	1.291382481	0.016355064
262955_at	0.163167097	0.578570593
262956_at	-0.325211851	0.012973857
262957_s_at	-0.261738668	0.390146365
262958_at	-0.265774276	0.067907321
262959_at	0.2054845	0.255231712
262960_at	-0.084266047	0.72135613
262961_at	-1.034384524	0.007601847
262962_at	-0.113935706	0.216329249
262963_at	-0.104452955	0.668067399
262964_at	-0.218094535	0.331128581
262965_at	0.390608487	0.210304761
262966_at	-0.121656431	0.286689986
262967_at	-0.447747738	0.219375056
262968_at	-0.355496288	0.44308955
262969_at	-0.379890922	0.256069629
262970_at	1.754224646	0.036280383
262971_at	-0.599011635	0.186248747
262972_at	-0.389020722	0.459566065
262973_at	-0.80780371	0.703580754
262974_at	-0.286073032	0.614002038
262975_at	-0.155526221	0.519094315
262976_at	-0.56711345	0.108292303
262977_at	0.881370925	0.0872575
262978_at	-0.750809685	0.059522225
262979_s_at	-3.041809722	0.069535981
262980_at	-0.285630367	0.023103896
262981_at	-0.180507925	0.550409486
262982_at	-0.156596065	0.147459702
262983_at	0.008622029	0.98348824
262984_at	-0.469257945	0.068215123
262985_s_at	-0.303721072	0.00166615
262986_at	0.928946873	0.024082719
262987_at	-0.902428735	0.195145854
262988_at	1.270344675	0.023943405
262989_at	-0.560503426	0.417882852
262990_at	-0.270027801	0.242692014
262991_at	0.441871854	0.619528235
262992_at	-0.154559952	0.643036504
262993_at	-2.207526115	0.192956951
262994_at	-0.216358033	0.816087877
262995_s_at	-0.169831657	0.932034638
262996_at	-0.417761105	0.039750089
262997_at	-1.036685645	0.094355249
262998_at	-0.20754904	0.69109919
262999_at	0.874112199	0.56885766
263000_at	0.468852959	0.032335366
263001_at	-0.020373107	0.84945081
263002_at	-0.40247555	0.211296773
263003_at	-0.550458162	0.208573007
263004_at	-0.243322414	0.238541071
263005_at	-0.575879377	0.198199725
263006_at	0.173865077	0.702500502
263007_at	-0.250262756	0.1296695
263008_at	-2.60958622	0.089929051
263009_at	-0.49161786	0.036085734
263010_at	0.084849636	0.730671317
263011_at	1.403797663	0.27681918
263012_at	-0.542115439	0.376723584
263013_at	-0.576825445	0.092612402
